Track URI,Track Name,Artist Name,Artist Popularity,Artist Genres,Album,Track Popularity,Danceability,Energy,Key,Loudness,Mode,Speechiness
spotify:track:25PBc8FOujkj3UTaxqIo4V,Dead Man Walking,WAR*HALL,42,"['bossbeat', 'rebel blues']",Whiplash,0,0.529,0.536,11,-9.965,0,0.081
spotify:track:7CLsVSQAa4BPp1dUt2YLXY,I Wanna Do,Chemical Surf,51,['brazilian edm'],I Wanna Do,56,0.819,0.802,5,-7.214,0,0.121
spotify:track:2UbVnbE5FH6008mAm6Mmgw,Run,OneRepublic,82,"['piano rock', 'pop']",Run,73,0.682,0.72,11,-8.173,0,0.0381
spotify:track:7oIN5Dc6kaetarZgBvII8H,Twinkle Twinkle,Holy Molly,53,[],Twinkle Twinkle,50,0.685,0.716,1,-4.053,0,0.0914
spotify:track:0zNu8SGqo9XuOz89nL6DIg,The Nutcracker - March,Pyotr Ilyich Tchaikovsky,66,"['classical', 'classical drill', 'late romantic era', 'russian romanticism']",Tchaikowsky - Swan Lake - Sleeping Beauty - Nutcracker Ballet Suites,29,0.519,0.196,4,-18.644,0,0.0369
spotify:track:4WutHA9jWqFRkXwfbhU1WH,The Legend Begins,Mawr,21,['bossbeat'],The Legend Begins,35,0.618,0.729,7,-7.467,1,0.0258
spotify:track:4oyUjJauYl4zVrozOYk3il,Wolves,Sam Tinnesz,63,"['alt z', 'bossbeat', 'rebel blues']",Babel,59,0.592,0.848,11,-5.631,0,0.0887
spotify:track:5yxzWyquGFZOQVyKH56ah7,Reaper,Silverberg,43,['bossbeat'],Reaper,48,0.518,0.748,3,-7.818,1,0.0405
spotify:track:04ZTP5KsCypmtCmQg5tH9R,I'm a Mess,Bebe Rexha,79,"['dance pop', 'pop']",Expectations,73,0.63,0.694,11,-6.257,0,0.0253
spotify:track:4gaWbVsdmvsNHktWWg9qcq,No. 13 Dance of the Knights,Sergei Prokofiev,55,"['classical', 'early modern classical', 'neoclassicism', 'russian modern classical']","I don't like classical music, but I really like this!",53,0.171,0.158,0,-16.381,1,0.0529
spotify:track:2CaFENbuuAiVhSoQUiPdTq,Dumb (Feat. BOSS),Timmy Trumpet,70,"['australian dance', 'big room', 'melbourne bounce', 'melbourne bounce international']",Dumb (Feat. BOSS),0,0.592,0.84,0,-4.569,1,0.0375
spotify:track:0O3hacFfr7hp4fIeomi4ex,Oracle,Timmy Trumpet,70,"['australian dance', 'big room', 'melbourne bounce', 'melbourne bounce international']",Oracle,62,0.689,0.77,6,-5.646,1,0.0485
spotify:track:5AEs83CYoPApEjYEJGbTuJ,Party Till We Die (feat. Andrew W.K.),MAKJ,52,"['dutch house', 'edm', 'electro house', 'melbourne bounce', 'pop dance', 'progressive electro house', 'sky room']",Party Till We Die (feat. Andrew W.K.),63,0.64,0.94,5,-2.976,0,0.0795
spotify:track:62feRreeM9ea7i2VHVSKrg,Freaks,Timmy Trumpet,70,"['australian dance', 'big room', 'melbourne bounce', 'melbourne bounce international']",Freaks,71,0.886,0.967,4,-0.776,1,0.142
spotify:track:0j6i4XIDxLKx3gpl6YP2J5,Trumpets,Timmy Trumpet,70,"['australian dance', 'big room', 'melbourne bounce', 'melbourne bounce international']",Trumpets,41,0.742,0.904,0,-5.722,1,0.0931
spotify:track:6wpHmxmxPa3N3Gi3aGdTJL,The Time Is Now,Atreyu,59,"['alternative metal', 'melodic metalcore', 'metalcore', 'nu metal', 'pop punk', 'post-grunge', 'screamo']",The Time Is Now,5,0.481,0.944,8,-3.665,1,0.231
spotify:track:7yrx5A6zDOsd7Bn02WvbLH,Blame,Bastille,73,"['metropopolis', 'modern rock', 'pop']",Wild World (Complete Edition),50,0.47,0.749,11,-3.993,0,0.0324
spotify:track:4gUteMcpbt8S7PMc5Wy6uS,Missile,Dorothy,53,"['modern alternative rock', 'modern blues rock', 'modern hard rock']",ROCKISDEAD,48,0.528,0.448,0,-6.408,1,0.0261
spotify:track:4I58RPHVzDldHfK3t5HiZA,Leave It All Behind,Cult To Follow,48,[],Leave It All Behind - Single,64,0.643,0.954,9,-3.255,1,0.108
spotify:track:20ICJSg5xQOqEwBaQ4ho9m,Crown,NEFFEX,70,[],Crown,54,0.884,0.697,7,-6.832,1,0.181
spotify:track:2CEgGE6aESpnmtfiZwYlbV,Dynamite,Taio Cruz,68,"['dance pop', 'pop', 'pop rap']",The Rokstarr Hits Collection,78,0.751,0.783,4,-3.724,1,0.0859
spotify:track:3o7TK4inMYzJC3ZMJCWsRC,Boomshakalaka - Dimitri Vegas & Like Mike vs. Afro Bros Radio Mix,Dimitri Vegas & Like Mike,69,"['belgian dance', 'belgian edm', 'big room', 'dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house']",Boomshakalaka (Dimitri Vegas & Like Mike vs. Afro Bros Radio Mix),50,0.752,0.82,1,-2.976,1,0.0461
spotify:track:3Xfg7AegXaDLoD5GOUMf2e,My Demons,STARSET,62,['future rock'],Transmissions (Deluxe Version),72,0.274,0.652,5,-6.196,0,0.0625
spotify:track:29OlusRxYm1EPaofisKmdP,Toca toca - Radio Edit,Fly Project,55,['romanian pop'],Toca Toca,0,0.903,0.643,10,-3.491,0,0.0884
spotify:track:1sWeSMifj6Z6kZyI6z3bRc,Warriors,Imagine Dragons,86,"['modern rock', 'pop', 'rock']",Smoke + Mirrors (Deluxe),74,0.365,0.851,4,-6.238,0,0.0645
spotify:track:74ZqYPeN9a3qMfUOM6j7yy,Animal,Chase Holfelder,38,[],"Major to Minor, Vol.1",48,0.385,0.377,7,-7.34,1,0.0388
spotify:track:2jYcqzT5RkJaJvdk1PxFGj,Dancin - Krono Remix (Extended),Aaron Smith,63,['chicago house'],Dancin (Krono Remix),29,0.75,0.725,10,-9.764,0,0.0302
spotify:track:3UYoev0lNrP5jfcgxbxkRb,Animals,Martin Garrix,75,"['dutch edm', 'edm', 'pop', 'pop dance', 'progressive house']",Animals,0,0.676,0.857,1,-6.7,1,0.0391
spotify:track:2mbc2h0S6vizR0LHxewhBb,Highscore,Panda Eyes,45,['speedrun'],KIKO,1,0.603,0.853,10,-4.802,0,0.0422
spotify:track:6ndmKwWqMozN2tcZqzCX4K,Remember the Name (feat. Styles of Beyond),Fort Minor,59,['rap rock'],The Rising Tied,73,0.688,0.835,8,-4.162,1,0.0911
spotify:track:3Wrjm47oTz2sjIgck11l5e,Beggin',Måneskin,79,"['indie rock italiano', 'italian pop', 'pop']",Chosen,84,0.714,0.8,11,-4.808,0,0.0504
spotify:track:2SijK0x3kO6wdFweY0R9wU,Sugar Rush,Pixl,32,"['complextro', 'gaming edm']",Sugar Rush,39,0.706,0.76,7,-4.61,1,0.0581
spotify:track:0LH2h4pwiX1iY3KDuONOb6,Je ne parle pas français - Beatgees Remix,Namika,51,['german pop'],Je ne parle pas français (Beatgees Remix),51,0.807,0.646,5,-7.127,0,0.103
spotify:track:34dx8DACTJsc3rsJdaEIQw,Papaoutai,Stromae,69,"['belgian pop', 'g-house']",racine carrée,74,0.734,0.809,10,-7.264,0,0.0839
spotify:track:6oHDvarQSp0mf5AD1SyNH0,Lieblingsmensch,Namika,51,['german pop'],Nador,60,0.539,0.533,9,-7.897,0,0.347
spotify:track:3wPPWcVuinAU7dXcJXtCID,La La La,Naughty Boy,59,['uk contemporary r&b'],Hotel Cabana (Deluxe Version),73,0.772,0.65,6,-5.202,0,0.0306
spotify:track:4BVKDnYVUxbfBYJIip2RBp,Devil,Barren Gates,49,['traprun'],Devil,1,0.506,0.865,6,-1.421,0,0.155
spotify:track:25dOYUvTT4wyw7r3vS37ca,Astronaut In The Ocean - Alok Remix,Masked Wolf,64,['australian hip hop'],Astronaut In The Ocean (Alok Remix),3,0.53,0.82,4,-4.936,0,0.0438
spotify:track:0IK8y0vAO0sM630HsxwLht,Middle Finger,Bohnes,55,"['dark r&b', 'rebel blues']",Middle Finger - Single,8,0.685,0.656,1,-6.013,0,0.0383
spotify:track:7pEGM6phhCcPXx0muMqFWW,Angry Too,Lola Blanc,48,"['alt z', 'modern alternative pop']",Angry Too,0,0.551,0.742,8,-5.216,1,0.0724
spotify:track:1vu8zEpTfoxLtpRFyRMEFn,Russian Roulette,Tungevaag,64,"['big room', 'nordic house']",Russian Roulette,50,0.56,0.836,5,-4.022,0,0.0821
spotify:track:2IO7yf562c1zLzpanal1DT,Gasoline,Halsey,80,"['electropop', 'etherpop', 'indie poptimism', 'pop']",BADLANDS (Deluxe),72,0.731,0.58,10,-7.328,0,0.0399
spotify:track:58zsLZPvfflaiIbNWoA22O,Human,Rag'n'Bone Man,66,['neo soul'],Human (Deluxe),80,0.602,0.707,9,-4.097,1,0.302
spotify:track:3dPQuX8Gs42Y7b454ybpMR,Seven Nation Army,The White Stripes,70,"['alternative rock', 'blues rock', 'detroit rock', 'garage rock', 'modern blues rock', 'permanent wave', 'punk blues', 'rock']",Elephant,85,0.743,0.446,4,-7.807,0,0.0683
spotify:track:0UFDKFqW2oGspYeYqo9wjA,Bleed It Out,Linkin Park,84,"['alternative metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",Minutes to Midnight,79,0.529,0.967,1,-3.647,0,0.0508
spotify:track:5bCDC7qkmxiJc0lPsqiALj,Let Me Live / Let Me Die,Des Rocs,55,"['modern alternative rock', 'rebel blues']",Let The Vultures In,0,0.51,0.759,9,-4.854,1,0.101
spotify:track:3rgHVdQdrVKy1ucJQ2Syl3,My Time,Royal Deluxe,49,['rebel blues'],Savages,0,0.515,0.636,10,-8.087,0,0.0359
spotify:track:5W3cjX2J3tjhG8zb6u0qHn,"Harder, Better, Faster, Stronger",Daft Punk,79,"['electro', 'filter house', 'rock']",Discovery,72,0.817,0.716,6,-8.898,0,0.144
spotify:track:02shCNmb6IvgB5jLqKjtkK,Nevada,Vicetone,63,"['edm', 'electro house', 'pop dance', 'progressive electro house']",Nevada,72,0.605,0.783,3,-4.271,1,0.0324
spotify:track:7vguMCv8uVuZLiQJ156u3Z,Play with Fire (feat. Yacht Money),Sam Tinnesz,63,"['alt z', 'bossbeat', 'rebel blues']",Play with Fire (feat. Yacht Money),76,0.573,0.539,2,-6.091,0,0.0322
spotify:track:4x3qqSA4cP49oZQXPLnDBe,Runnin',Adam Lambert,59,"['dance pop', 'idol', 'pop', 'post-teen pop']",Trespassing (Deluxe Version),62,0.408,0.868,2,-4.438,0,0.0837
spotify:track:5xhQChGGhKLWqBqX4XhtYE,Sail,AWOLNATION,60,"['la indie', 'modern alternative rock', 'modern rock', 'rock', 'stomp pop']",Megalithic Symphony Deluxe,5,0.825,0.435,1,-9.582,1,0.0568
spotify:track:36pwoWh6xqOShF8X6AZmzQ,Street Fight,Adam Jensen,54,"['modern alternative rock', 'rebel blues']",Street Fight,0,0.716,0.738,1,-6.347,1,0.0406
spotify:track:0mZriPjLPG9PExNzKQ3NVS,Warriors,Imagine Dragons,86,"['modern rock', 'pop', 'rock']",Smoke + Mirrors,55,0.343,0.828,4,-6.222,0,0.0646
spotify:track:6JfRDFFxm9TjQAq0TpTCsf,Only Chickens Can Fly,Goblins from Mars,38,[],Only Chickens Can Fly,14,0.576,0.847,6,-9.24,1,0.0892
spotify:track:71GzUmdpoVsIL2djM1Ib81,Ticking Bomb,Aloe Blacc,63,"['pop soul', 'r&b']",Lift Your Spirit,42,0.675,0.649,1,-8.784,0,0.0487
spotify:track:1ePUfOLJsOw6sOKIJ4a3Kk,Ready or Not,WAR*HALL,42,"['bossbeat', 'rebel blues']",Bring That Fire,0,0.584,0.897,11,-4.595,1,0.0811
spotify:track:4Wj52fsynPssW52HDQuzrt,Eye Of The Storm,Watt White,48,['rebel blues'],Eye Of The Storm,51,0.534,0.942,2,-4.15,0,0.0677
spotify:track:3Pj6u2KTgepyyidp5xfbHp,Ashes,Stellar,65,['social media pop'],Ashes,75,0.712,0.568,5,-7.864,0,0.0546
spotify:track:2D7cgh8EpfmqRqi4l00YsP,Utopia,The Sidh,45,['medieval rock'],Utopia,21,0.44,0.843,5,-6.06,0,0.0532
spotify:track:13mFHw8vgUBOD5nAtS4uSa,Shake That Bagpipe,The Sidh,45,['medieval rock'],Another Way to Fly,51,0.285,0.723,10,-6.251,0,0.0383
spotify:track:648jNGxqGVBFfFSSWishhd,Iridium,The Sidh,45,['medieval rock'],Another Way to Fly,49,0.533,0.907,10,-5.835,0,0.0532
spotify:track:1jLsirPDkUS2g4gnkYua58,Ignite,Alan Walker,80,['electro house'],Ignite,71,0.681,0.864,8,-4.3,0,0.116
spotify:track:3UEnF6y5tyHVtMzldS3svp,Everything Black,Unlike Pluto,60,[],Everything Black,72,0.62,0.864,5,-4.334,0,0.114
spotify:track:2VysjemU93ac5oRg4MfYGp,Stronger,Kanye West,90,"['chicago rap', 'hip hop', 'rap']",Stronger,44,0.584,0.698,1,-9.476,1,0.122
spotify:track:2pYaGdqXBrl8MdvuwgtBb7,Legendary,Skillet,72,"['alternative metal', 'christian alternative rock', 'christian music', 'christian rock', 'post-grunge']",Victorious,63,0.548,0.924,11,-4.48,0,0.0689
spotify:track:1lgN0A2Vki2FTON5PYq42m,Warriors,Imagine Dragons,86,"['modern rock', 'pop', 'rock']",Smoke + Mirrors (Deluxe),68,0.365,0.851,4,-6.238,0,0.065
spotify:track:1Mf27cnAF1Q6Ko83XTM5d1,Glitter & Gold,Barns Courtney,60,['modern alternative rock'],The Attractions Of Youth,70,0.487,0.625,8,-5.112,1,0.0401
spotify:track:4zIO3ilp5HvTeK3HJHxhMP,Natural,Imagine Dragons,86,"['modern rock', 'pop', 'rock']",Natural,1,0.448,0.612,2,-6.106,1,0.0708
spotify:track:3FvQH46A4B37eNHjooIXcu,Bad,Michael Jackson,81,"['r&b', 'soul']","HIStory - PAST, PRESENT AND FUTURE - BOOK I",54,0.802,0.869,8,-5.03,1,0.0456
spotify:track:6PUIzlqotEmPuBfjbwYWOB,Summertime Sadness (Lana Del Rey Vs. Cedric Gervais) - Cedric Gervais Remix,Lana Del Rey,90,"['art pop', 'pop']",Summertime Sadness [Lana Del Rey vs. Cedric Gervais] (Cedric Gervais Remix),76,0.572,0.81,1,-5.791,0,0.0558
spotify:track:0sJ4NbFdEhgLOtInlbRmFl,Higher,The Score,67,"['modern alternative rock', 'pov: indie']",ATLAS,58,0.449,0.745,9,-5.045,0,0.0327
spotify:track:2gLkzq894rt2gR4lvZpqE5,Stronger,The Score,67,"['modern alternative rock', 'pov: indie']",Stronger,0,0.571,0.677,2,-4.718,0,0.0373
spotify:track:2yELpHAGvhCyVe5txGkFDf,Glory,The Score,67,"['modern alternative rock', 'pov: indie']",Glory,0,0.569,0.621,11,-4.759,1,0.0322
spotify:track:5r6jydIh67XyKTWjqtqy73,Seven Nation Army,2CELLOS,56,"['bow pop', 'cello', 'string duo']",Seven Nation Army,27,0.816,0.413,1,-6.148,1,0.0577
spotify:track:5oh5ga1fu7h86BtC9ilmYJ,Walls Could Talk,Halsey,80,"['electropop', 'etherpop', 'indie poptimism', 'pop']",hopeless fountain kingdom,35,0.626,0.423,1,-6.035,1,0.0513
spotify:track:6Q2JimwoGgG5W9HdmH1hmq,Warriors,Imagine Dragons,86,"['modern rock', 'pop', 'rock']",Smoke + Mirrors (Deluxe),53,0.365,0.851,4,-6.238,0,0.065
spotify:track:3S1tTwSKIZgf4QGltFyCxM,Everybody Wants To Rule The World - From “The Hunger Games: Catching Fire” Soundtrack,Lorde,75,"['art pop', 'metropopolis', 'nz pop', 'pop']",The Hunger Games: Catching Fire (Original Motion Picture Soundtrack / Deluxe Version),67,0.575,0.571,11,-9.291,0,0.101
spotify:track:4TQcARE7Fd58akNhr3N7AE,Twisted,MISSIO,56,"['modern alternative rock', 'modern rock']",Loner,65,0.577,0.789,2,-4.661,1,0.0427
spotify:track:3SKzTIl9mW0DadTys9SFo3,Control,Halsey,80,"['electropop', 'etherpop', 'indie poptimism', 'pop']",BADLANDS (Deluxe),71,0.549,0.675,4,-5.637,0,0.0332
spotify:track:2bL2gyO6kBdLkNSkxXNh6x,Animals,Maroon 5,84,['pop'],V,81,0.279,0.742,4,-6.46,0,0.0898
spotify:track:26wLOs3ZuHJa2Ihhx6QIE6,Teeth,5 Seconds of Summer,76,"['boy band', 'pop']",13 Reasons Why (Season 3),72,0.756,0.448,3,-2.993,0,0.0404
spotify:track:04aAxqtGp5pv12UXAg4pkq,Centuries,Fall Out Boy,78,"['emo', 'modern rock', 'pop', 'pop punk', 'rock']",American Beauty/American Psycho,81,0.393,0.858,4,-2.868,0,0.0729
spotify:track:2NeyJbL3ROKCjRkAjs77ya,Ashes,Stellar,65,['social media pop'],Ashes,0,0.712,0.568,5,-7.864,0,0.0546
spotify:track:1P17dC1amhFzptugyAO7Il,Look What You Made Me Do,Taylor Swift,100,['pop'],reputation,85,0.766,0.709,9,-6.471,0,0.123
spotify:track:16nHjvEhYAxpdpeHWfBZZK,Right Round,Flo Rida,77,"['dance pop', 'miami hip hop', 'pop', 'pop rap']",Red Hot R & B,47,0.717,0.772,7,-4.264,1,0.0554
spotify:track:0boS4e6uXwp3zAvz1mLxZS,Run Boy Run,Woodkid,58,['chamber pop'],The Golden Age,72,0.506,0.959,5,-5.264,0,0.102
spotify:track:5ph81RVFFdHbOSw5KnrVkg,In My Head,Derivakat,55,"['pixel', 'pov: indie']",Songs of the SMP,45,0.506,0.469,9,-7.73,0,0.0273
spotify:track:59s3vdfb5VbTwRI8STauz4,Welcome Home,Derivakat,55,"['pixel', 'pov: indie']",Songs of the SMP,42,0.523,0.586,2,-6.875,0,0.0315
spotify:track:18wSH9W51fEBd9qrUAb9aW,Ain't No Crying,Derivakat,55,"['pixel', 'pov: indie']",Songs of the SMP,56,0.639,0.482,8,-8.245,0,0.0341
spotify:track:0I6eN8EBj8SIMeYEiB7Bww,The 7 Seas,F-777,45,['speedrun'],Pirate Dance Machine,54,0.593,0.927,5,-5.761,0,0.076
spotify:track:3Te8uLyit6X3ncNW8Fp3K2,Immortals,Fall Out Boy,78,"['emo', 'modern rock', 'pop', 'pop punk', 'rock']",American Beauty/American Psycho,75,0.616,0.868,2,-3.606,1,0.0699
spotify:track:7cwr9X7bIZzBNBc8B51Rcs,Take It All,Valley Of Wolves,43,"['bossbeat', 'rebel blues']",Take It All,0,0.609,0.748,1,-4.644,1,0.0316
spotify:track:1xlKAZdjPw8Ty92F469M1a,Leading the Pack,Sam Tinnesz,63,"['alt z', 'bossbeat', 'rebel blues']",Leading the Pack,0,0.631,0.829,11,-3.609,0,0.0404
spotify:track:5D7aDZog6fjw7xLrEqAcir,Another Level,Oh The Larceny,54,"['bossbeat', 'rebel blues']",Blood Is Rebel,1,0.659,0.781,10,-5.582,0,0.062
spotify:track:2xQ9G8lA5PZFYStV75AtyI,Dangerous,Royal Deluxe,49,['rebel blues'],Born for This,0,0.503,0.486,11,-6.12,0,0.0776
spotify:track:1q5n4SZTuJ6Vk710HkitdB,I'm A Wanted Man,Royal Deluxe,49,['rebel blues'],Born for This,0,0.486,0.593,11,-5.157,0,0.0349
spotify:track:2iioOQ83EXoy7yMpy0UNx4,Bad,Royal Deluxe,49,['rebel blues'],Savages,0,0.56,0.624,8,-7.44,0,0.0395
spotify:track:0AUyNF6iFxMNQsNx2nhtrw,Blood // Water,grandson,65,"['modern alternative rock', 'modern rock', 'pov: indie', 'rock']",Blood // Water,74,0.51,0.882,8,-5.659,0,0.159
spotify:track:3nEfGaO6Dnh98pX39yjGFE,Horns (Arc North Remix),Arc North,53,['slap house'],Horns (Arc North Remix),46,0.363,0.768,6,-4.609,0,0.0913
spotify:track:18A7ha5BitZjmdHTCwXFbU,Cradles,Sub Urban,65,['modern indie pop'],Cradles,2,0.581,0.585,1,-1.87,1,0.369
spotify:track:16w8ZGVSjI4TlTLV8VimBY,Castle,Halsey,80,"['electropop', 'etherpop', 'indie poptimism', 'pop']",BADLANDS (Deluxe),66,0.626,0.571,7,-7.461,0,0.0327
spotify:track:5FVd6KXrgO9B3JPmC8OPst,Do I Wanna Know?,Arctic Monkeys,85,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",AM,88,0.548,0.532,5,-7.596,1,0.0323
spotify:track:6OZUgjNKsmPQQ3s6UlUDLt,Hands of Gold,Peter Hollens,49,['fantasy'],Hands of Gold,42,0.418,0.22,9,-11.658,0,0.0491
spotify:track:7MJQ9Nfxzh8LPZ9e9u68Fq,Lose Yourself,Eminem,89,"['detroit hip hop', 'hip hop', 'rap']",SHADYXV,73,0.689,0.735,2,-4.545,1,0.267
spotify:track:7CBN7Kwx1g8SBJZyUbhHc6,Rush E,Sheet Music Boss,46,['pixel'],Rush Collection,60,0.376,0.812,9,-8.16,0,0.0365
spotify:track:6YlutUNiBBt9leAGqivpLo,This Is the Kingdom,Skillet,72,"['alternative metal', 'christian alternative rock', 'christian music', 'christian rock', 'post-grunge']",Victorious: The Aftermath (Deluxe),37,0.57,0.842,4,-4.046,0,0.0489
spotify:track:1kd5qplldnxu16qcZXS3Yk,For the Glory,All Good Things,51,['rebel blues'],Machines,56,0.485,0.892,2,-3.586,0,0.0809
spotify:track:0VeoSHlgashtg5JYPJjl15,Stronger,The Score,67,"['modern alternative rock', 'pov: indie']",Pressure,59,0.267,0.67,2,-4.688,0,0.0807
spotify:track:62WdfUYvjlipypyidc1dSz,Edge of My Life,Manafest,48,"['christian alternative rock', 'christian hip hop', 'christian rock']",The Moment,47,0.792,0.83,11,-4.785,0,0.0312
spotify:track:6jVL0yMPGDpyU3FYyMCoCk,Louder Than Words,Les Friction,36,['epicore'],Les Friction (Instrumental Bonus Tracks Version),43,0.333,0.613,2,-8.414,0,0.0756
spotify:track:3UC76hBkfwLeXMaXCGvnTJ,Eye Of The Storm,Watt White,48,['rebel blues'],Eye Of The Storm,0,0.529,0.943,2,-4.299,0,0.077
spotify:track:3B9fSgViwhIqsVa7W9NVZK,For the Glory,All Good Things,51,['rebel blues'],Machines,0,0.486,0.866,2,-4.711,0,0.0626
spotify:track:7jwDuO7UZvWs77KNj9HbvF,The Phoenix,Fall Out Boy,78,"['emo', 'modern rock', 'pop', 'pop punk', 'rock']",Save Rock And Roll,71,0.562,0.964,4,-2.991,0,0.072
spotify:track:4rBJhbvK48X8aoQbgOD71Y,End Of Me,Ashes Remain,55,['christian rock'],What I've Become,0,0.59,0.823,5,-4.606,0,0.0394
spotify:track:3XibBx2AMmKgB1O5Ql4Ypp,Smoke on the Water,2WEI,60,['epicore'],Sequels,0,0.266,0.857,5,-9.705,0,0.0955
spotify:track:6KigD0mlF4VGDYiSEzAyYw,Fight Back,NEFFEX,70,[],Fight Back: The Collection,73,0.716,0.946,1,-3.412,1,0.261
spotify:track:5PZ2cqh9Yem2g6cTSOLllz,Pain,Three Days Grace,73,"['alternative metal', 'canadian metal', 'canadian rock', 'nu metal', 'post-grunge', 'rock']",One-X,68,0.416,0.741,7,-4.001,1,0.0335
spotify:track:1Bs4W0jOXzBVm56NQdk3J4,They Don't Care About Us,Matty Carter + Ariel,35,[],They Don't Care About Us,55,0.459,0.76,2,-5.616,1,0.37
spotify:track:677Xq7U2XXtpd3LbzyKoG2,Remember Me for Centuries,Djniqomusic,28,[],Remember Me for Centuries,47,0.367,0.783,4,-3.071,0,0.237
spotify:track:39NBpzpV7oY6Yfb9AhfyVz,Abandon Ship,Simon Chylinski,48,['indie game soundtrack'],Subnautica (Original Game Soundtrack),58,0.663,0.673,9,-9.426,1,0.118
spotify:track:0yqrhHrcWLMjBylHReDN5u,Legends Are Made,Sam Tinnesz,63,"['alt z', 'bossbeat', 'rebel blues']",Babel,69,0.553,0.89,0,-4.879,1,0.0413
spotify:track:2qzl10bAolDzYE505AWfIV,Only One King,Tommee Profitt,62,"['anthem worship', 'bossbeat']",Cinematic Songs (Vol. 3),59,0.683,0.933,2,-4.666,1,0.131
spotify:track:15277wUzsEKo3bxCIxFLgk,Hero of Our Time,NateWantsToBattle,58,"['antiviral pop', 'otacore']",Songs of Time,57,0.534,0.903,11,-4.529,0,0.0748
spotify:track:5pvLX5G9f8zpvNFwZUNdTO,The New Legends,Gold Coin,24,['bossbeat'],The New Legends,44,0.738,0.953,7,-3.926,1,0.0571
spotify:track:690l34rG6M1MKlh6pvUsWo,Welcome to MotorNation (The Crew 2 Main Theme),Steve Ouimette,36,['shred'],The Crew 2 (Original Game Soundtrack),35,0.153,0.755,4,-4.905,0,0.0449
spotify:track:5Q0A4lVCepioAYy5J5YWJ0,Für Elise Nightmare,We Are One,28,[],Für Elise Nightmare,39,0.438,0.785,2,-9.878,0,0.0307
spotify:track:11bUZ8mwMv1cuHwRjXNGnL,Toss a Coin To Your Witcher,Dvbber Dvn,17,[],Toss a Coin To Your Witcher,33,0.516,0.79,0,-6.325,1,0.0394
spotify:track:0jq67EzN7yPhHvny1NyUpr,We Are Brothers (Strong Viking anthem 2018),by RAVEN,21,[],We Are Brothers (Strong Viking anthem 2018),35,0.599,0.778,11,-6.31,0,0.102
spotify:track:4ONObLBeax6CJmc15r9uCS,Superhero,Simon Curtis,47,[],R∆,57,0.58,0.955,2,-0.961,0,0.154
spotify:track:1x9CZ1BESwWZzB1SZcV0gj,Chosen Ones,Mountains vs. Machines,38,"['bossbeat', 'rebel blues']",Emerge,0,0.436,0.822,5,-2.967,1,0.0314
spotify:track:6uLTow1UwPKnIWNF3jnbhI,Evolve,NerdOut,51,['otacore'],Year 1,43,0.575,0.748,10,-5.059,0,0.0339
spotify:track:273dJWDKMOSB3TfSUiIZwv,This Is It,Oh The Larceny,54,"['bossbeat', 'rebel blues']",Blood Is Rebel,0,0.731,0.801,1,-4.772,1,0.0416
spotify:track:6PR0vTTgkUpPIKiR4W9JRf,Living Legend,Club Danger,42,['bossbeat'],Living Legend,57,0.49,0.865,5,-6.858,1,0.0636
spotify:track:5Xm1aztfg5qC9gMYWhtzu4,Victorious (Ready Player One),Divide Music,53,['anime rap'],Victorious (Ready Player One),0,0.35,0.842,9,-8.558,0,0.384
spotify:track:738SQjONa0q63yhLxvg3m1,Gladiator,Zayde Wølf,54,"['bossbeat', 'modern alternative rock', 'rebel blues']",Modern Alchemy,2,0.54,0.78,9,-5.872,1,0.0418
spotify:track:0Obr1fxJYUKZ52Azp1a3ct,New Blood,Zayde Wølf,54,"['bossbeat', 'modern alternative rock', 'rebel blues']",Rare Breed,1,0.486,0.892,7,-3.529,1,0.0606
spotify:track:7uCBGNn991AM68fR4tSDco,Born For This,The Score,67,"['modern alternative rock', 'pov: indie']",Carry On,68,0.411,0.675,5,-6.251,0,0.0591
spotify:track:3jKtdhQ5fy1JfUFc43ayx1,Death Note - L's Theme - Main Theme,Geek Music,61,[],Death Note - L's Theme - Main Theme,41,0.663,0.558,4,-16.166,0,0.0352
spotify:track:1mBxAXruUcmVObYjvky16R,Failure,NEFFEX,70,[],Failure,51,0.806,0.621,2,-8.759,1,0.097
spotify:track:77eYKxdR0CDNZPhvbHxdUf,Pyramids (feat. Sanjin) - Radio Mix,DVBBS,60,"['canadian electronic', 'dutch house', 'edm', 'electro house', 'pop dance', 'progressive electro house', 'slap house']",Pyramids (feat. Sanjin) [Radio Mix],51,0.602,0.965,10,-0.959,1,0.074
spotify:track:6rrKbzJGGDlSZgLphopS49,Unstoppable,The Score,67,"['modern alternative rock', 'pov: indie']",ATLAS,72,0.485,0.843,1,-3.993,0,0.0467
spotify:track:3SWqGa1J0M7hSBUDM0KePD,Legend,The Score,67,"['modern alternative rock', 'pov: indie']",ATLAS,70,0.601,0.757,2,-3.341,1,0.028
spotify:track:7Fv8Qp3tTSbSS2VjryUF7L,Revolution,The Score,67,"['modern alternative rock', 'pov: indie']",ATLAS,66,0.574,0.833,8,-6.239,0,0.0563
